epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
66,16992.3,1.06877,0.68126,0.00984,0.86927,0.73575,0.79889,0.53927,1.38264,1.03984,0.01871,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,17229.1,1.06471,0.6685,0.00959,0.87052,0.72667,0.79758,0.54156,1.39219,1.03178,0.0188,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,17465,1.06785,0.66135,0.00953,0.86349,0.73673,0.80052,0.5386,1.39517,1.02347,0.01898,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,17702.9,1.06217,0.64541,0.00936,0.86334,0.73847,0.80127,0.53973,1.39229,1.01308,0.0188,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,17939.3,1.05343,0.6323,0.0096,0.8682,0.74256,0.79722,0.53663,1.41046,1.02742,0.01919,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,18175.7,1.04302,0.6277,0.00946,0.88055,0.73386,0.79803,0.53597,1.40084,1.04269,0.01922,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,18412.7,1.02124,0.61161,0.00915,0.88937,0.73337,0.79816,0.53709,1.40109,1.04267,0.01913,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,18648.4,1.02825,0.61787,0.00922,0.88317,0.73361,0.79881,0.53688,1.39597,1.06463,0.01897,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,18888.6,1.01516,0.60246,0.00912,0.88496,0.73378,0.79583,0.53205,1.41731,1.0617,0.0193,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,19123.9,1.00551,0.59645,0.00903,0.87194,0.73708,0.79788,0.53468,1.41835,1.04873,0.01937,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
