epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
72,10996.4,1.28845,1.07815,0.01267,0.85993,0.7069,0.78715,0.52629,1.39014,1.06725,0.0186,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,11154,1.28667,1.06867,0.01242,0.87347,0.70205,0.78767,0.52726,1.38545,1.06001,0.01851,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,11308.4,1.27786,1.05021,0.01258,0.86796,0.69927,0.78635,0.52642,1.38208,1.05825,0.01853,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,11457.9,1.27734,1.0416,0.01239,0.85841,0.70794,0.78797,0.5255,1.39496,1.0546,0.01867,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,11602.4,1.27036,1.0366,0.01217,0.86579,0.70378,0.79059,0.52641,1.3963,1.06525,0.01872,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,11745.5,1.27129,1.04597,0.01238,0.86006,0.70586,0.78929,0.52744,1.39226,1.06261,0.01864,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,11888.5,1.25159,1.01284,0.01209,0.86585,0.70413,0.78954,0.52993,1.39004,1.06306,0.01878,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,12032,1.2649,1.02639,0.0121,0.87717,0.7017,0.79273,0.53037,1.38934,1.05315,0.01867,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,12175.5,1.25575,1.01448,0.01222,0.87498,0.70156,0.79433,0.53174,1.38413,1.05106,0.01853,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,12318.7,1.25648,1.00841,0.01206,0.86422,0.70829,0.79177,0.53107,1.38304,1.05364,0.01853,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,12462,1.25418,1.01578,0.01212,0.86663,0.71223,0.79313,0.53045,1.38603,1.0594,0.01859,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,12604.1,1.23839,1.00173,0.01211,0.87154,0.71315,0.79388,0.52948,1.38362,1.04845,0.01854,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,12747.9,1.22766,0.99022,0.01176,0.87738,0.71315,0.79565,0.52957,1.3917,1.04109,0.0187,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,12892.9,1.23173,0.98335,0.01188,0.87428,0.71245,0.79353,0.52819,1.39297,1.05268,0.01866,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,13037,1.22051,0.97418,0.01161,0.86199,0.72147,0.79292,0.52955,1.38917,1.0601,0.01863,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,13179.8,1.22336,0.97667,0.01165,0.86605,0.71988,0.79246,0.53026,1.38886,1.05471,0.01857,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,13322.7,1.20515,0.98542,0.01175,0.85824,0.72237,0.7917,0.53067,1.38642,1.0594,0.01862,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,13465.2,1.21081,0.98671,0.01161,0.86384,0.72355,0.79144,0.52968,1.39375,1.05837,0.01875,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,13608.5,1.2045,0.96056,0.01138,0.861,0.72494,0.79366,0.53083,1.39816,1.05124,0.01882,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,13769.7,1.07206,0.60117,0.01088,0.86331,0.71731,0.79078,0.52739,1.4026,1.05251,0.01895,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,13910.9,1.04022,0.55091,0.01042,0.86499,0.72043,0.79117,0.52827,1.39923,1.05465,0.01878,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,14052.6,1.03809,0.53478,0.01026,0.86512,0.71488,0.78861,0.52742,1.40175,1.05536,0.01873,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,14194.2,1.03119,0.53097,0.0103,0.86668,0.71705,0.78761,0.5274,1.40263,1.06503,0.01874,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,14335.6,1.01711,0.52716,0.00999,0.86549,0.71488,0.78633,0.52665,1.4049,1.06855,0.01871,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
